"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","X"
"1254","URN:CornellLabOfOrnithology:EBIRD:OBS214695746","2016-11-28 16:56:24",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Texas","US-TX","San Patricio","US-TX-409","",36,"","","TX; Lake Corpus Christi St Park","L2392266","P",28.0664895,-97.878871,"1972-10-22","09:30:00","obsr125350","S15445202","Incidental","P20","EBIRD",NA,NA,NA,4,1,"",0,1,0,NA,"Paul and Ann Conrad","",NA
"1255","URN:CornellLabOfOrnithology:EBIRD:OBS382280785","2016-03-15 20:52:59",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","2","","","","United States","US","Hawaii","US-HI","Hawaii","US-HI-001","US-HI_3258",NA,"","","Kona HFB Survey--Transect 047/Station 051","L4387822","P",19.7703615,-155.8332019,"1978-06-07","08:45:00","obsr727920","S28241118","Stationary","P21","EBIRD",8,NA,NA,1,1,"",0,1,0,NA,"Hawaii Forest Bird Survey (HFBS) Data downloaded with permission from https://www.sciencebase.gov/catalog/item/54c2db46e4b043905e0185cb, prepped by Marshall J. Iliff, and uploaded to observer-specific accounts on behalf of the observers. UTM coordinates were converted from lat-long values, times estimated assuming start time of 5:15 and 15 minutes to conduct survey and travel to next point, and the taxonomy updated prior to upload. All counts were conducted with 8-minute count periods reporting all birds seen or heard and recording distance to bird using variable circular counts method (distance sampling not included in this eBird upload). There were weather conditions under which a count was not conducted (e.g., wind, rain). Counts were conducted from 05:15 to 09:15 and count periods were sometimes extended for one hour on Maui because of stops because of rain. Uploaded under eBird's Stationary protocol. These surveys were conducted with the support of the National Park Service, U.S. Fish and Wildlife Service, Hawaii GAP, The Nature Conservancy - Hawaii, State of Hawaii Department of Forestry and Wildlife, Kamehameha Schools, Hawaii Natural Heritage Program, Pacific Cooperative Studies Unit - University of Hawaii, U.S. Forest Service, Pacific Basin Information Node - U.S. Geological Survey and Pacific Island Ecosystems Research Center of Biological Resources Division - U.S. Geological Survey.","",NA
"1256","URN:CornellLabOfOrnithology:EBIRD:OBS218177198","2018-08-05 12:38:36",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Michigan","US-MI","Ionia","US-MI-067","",23,"","","woods behind parents house","L2427394","P",42.9090402,-84.9870157,"1983-05-21","06:00:00","obsr353611","S15705626","Traveling","P22","EBIRD",210,4.828,NA,1,1,"",0,1,0,NA,"","",NA
"1257","URN:CornellLabOfOrnithology:EBIRD:OBS650017394","2018-08-21 10:46:54",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","Canada","CA","Saskatchewan","CA-SK","Saskatoon","CA-SK-EL","",11,"","","Saskatoon","L131334","T",52.1200409,-106.6306076,"1982-02-27","","obsr673655","S47973988","Historical","P62","EBIRD_CAN",NA,NA,NA,1,1,"",0,1,1,NA,"","male, O'Neill's house",NA
"1258","URN:CornellLabOfOrnithology:EBIRD:OBS179077313","2013-04-02 21:52:35",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Kentucky","US-KY","Boyd","US-KY-019","",28,"","","SkylineDrHome1977-1987","L1661118","P",38.4189438,-82.6643191,"1986-01-07","07:00:00","obsr291699","S12787799","Traveling","P22","EBIRD",540,1.609,NA,2,1,"",0,1,0,NA,"","deck feeders",NA
"1259","URN:CornellLabOfOrnithology:EBIRD:OBS518000656","2018-08-06 21:56:21",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","New York","US-NY","Queens","US-NY-081","",30,"","","Forest Park","L274774","H",40.7013226,-73.8513368,"1976-05-22","06:00:00","obsr633016","S38092812","Traveling","P22","EBIRD",300,6.437,NA,2,1,"",0,1,0,NA,"","",NA
"1260","URN:CornellLabOfOrnithology:EBIRD:OBS495310438","2017-05-06 19:51:08",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Florida","US-FL","Miami-Dade","US-FL-086","US-FL_123",31,"","","Everglades NP--Anhinga Trail","L123125","H",25.3820583,-80.6069362,"1984-01-27","09:20:00","obsr166745","S36602406","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"The source document for this checklist is a checklist of North American birds xeroxed onto an 8.5X11 piece of paper dated January 27,1984----The checklist entry is titled January 27, 1984 ----Additional notes: --DATE:  January 27, 1984 --LOCATION:  Royal Palms Hammock, Anhinga Trail, Everglades Nat Pk--ROUTE:  Walking--TIME:  9:20 am--WEATHER:  partly cloudy, temp 80 degrees F., wind 5-10 mph--HABITAT:  everglade slough--OBSERVERS:  self (RSA)--COMMENTS:    White-eyed Vireo-picked up by call, pulled in with tape, white iris, two wing bars----(Checklist entered manually into eBird 4/26/2017.  Observer Renner Anderson)","",NA
"1261","URN:CornellLabOfOrnithology:EBIRD:OBS551232865","2017-11-22 07:13:46",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","3","","","","United States","US","Maryland","US-MD","Montgomery","US-MD-031","",29,"","","Sligo Creek Park--Dennis Ave. to Wayne Ave.","L608299","H",39.010114,-77.0251894,"1997-11-29","10:20:00","obsr227449","S40645673","Stationary","P21","EBIRD",143,NA,NA,2,1,"",0,1,0,NA,"","",NA
"1262","URN:CornellLabOfOrnithology:EBIRD:OBS646372286","2018-08-16 14:05:33",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Texas","US-TX","Tarrant","US-TX-439","",21,"","","US-Texas-Fort Worth-6200 Sand Springs Rd - 32.783x-97.414","L4549395","P",32.7834025,-97.4144331,"1998-12-19","","obsr292903","S47696142","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1263","URN:CornellLabOfOrnithology:EBIRD:OBS220716804","2019-01-24 18:30:44",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Tennessee","US-TN","Haywood","US-TN-075","US-TN_2833",27,"USFWS_497","","Hatchie NWR","L131176","H",35.4972229,-89.2666702,"1985-06-15","07:00:00","obsr240837","S15918741","Incidental","P20","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"My note on the checklist says In and south of Hatchie NWR.  At least 2 of us birded til 1 pm (I suspect there was a larger group--a TOS trip out of Memphis).","",NA
